Company ID,Category ID,External ID,Category,Source valuation,Before,Verified after,Status
27,3612,__export__.product_category_3612_39d7c589,ငှက်သိုက်ခွက်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
27,1897,__export__.product_category_1897_2deea164,စည်ပင်အမှိုက်ပုံး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,636,__import__.pp_pc_61,စတီးစားပွဲ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,641,__import__.pp_pc_66,စာအုပ်စင်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,3298,__export__.product_category_3298_c7174ae8,ဆီပေပါ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,628,__import__.pp_pc_53,နို့ဆီပုံး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,627,__import__.pp_pc_52,ပန်းအိုး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,640,__import__.pp_pc_65,ပုဂံစင်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,3392,__export__.product_category_3392_f14f0b11,ဖော့ပြား,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,3292,__export__.product_category_3292_26ebdf8f,ဖော့ဘူး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,358,__export__.product_category_358_403d3381,ဘိုထိုင်ကြွေအိုး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,289,__import__.pci_21,မီးသတ်ဆေးဘူး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,682,__export__.product_category_682_abd63030,မီးအားမြှင့်စက်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,642,__import__.pp_pc_67,မုန့်စင်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,650,__import__.pp_pc_77,ရာဘာခံခွက်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,303,__import__.pci_35,ရေခဲပုံး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,3279,__export__.product_category_3279_2a33f97c,ရေခဲမုန့်ဇွန်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,3282,__export__.product_category_3282_5c50c65d,ရေချိုးခန်းမှန်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,2878,__export__.product_category_2878_b8304292,ရေတိုင်ကီ Group,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,2873,__export__.product_category_2873_7b75f29c,ရေတိုင်ကီ Group / Mango ရေတိုင်ကီ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,351,__import__.pci_83,ရေတိုင်ကီ Group / ရေတိုင်ကီ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,3299,__export__.product_category_3299_fab6c343,ရေဖြန်းခေါင်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,609,__import__.pp_pc_32,ရေသန့်ဘူး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,649,__import__.pp_pc_75,ရွှေဘူး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,644,__import__.pp_pc_70,လမ်းဘလောက်တုံး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,631,__import__.pp_pc_56,သော့ချိတ်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,643,__import__.pp_pc_68,သံခုံ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,635,__import__.pp_pc_60,သံစားပွဲ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,1908,__export__.product_category_1908_47a0ade5,သံစားပွဲ Group,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,595,__import__.pp_pc_18,အိမ်သာခွက်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,343,__import__.pci_75,အိမ်သာပိုက်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
27,639,__import__.pp_pc_64,အ၀တ်လှန်းစင်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3291,__export__.product_category_3291_13f3657c, ဆီပုံး ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,1906,__export__.product_category_1906_2a260812, မယ်လမင်း Group,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3413,__export__.product_category_3413_84b0a738, မယ်လမင်း Group / Gold မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,647,__import__.pp_pc_73, မယ်လမင်း Group / Lion မယ်လမင်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,645,__import__.pp_pc_71, မယ်လမင်း Group / Mango မယ်လမင်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,646,__import__.pp_pc_72, မယ်လမင်း Group / Mango မယ်လမင်းအပါး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3411,__export__.product_category_3411_dae24cc6, မယ်လမင်း Group / Marble မယ်လမင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3407,__export__.product_category_3407_0d02edff, မယ်လမင်း Group / မယ်လမင်း(အမဲ),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3619,__export__.product_category_3619_180f4647,001-Accessories,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3620,__export__.product_category_3620_2955c9c7,001-Accessories/Aluminium Coil,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3621,__export__.product_category_3621_9a276b04,001-Accessories/Heater Coil,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3622,__export__.product_category_3622_5b924345,001-Filter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3573,__export__.product_category_3573_9fd73ff9,001-Raw Recycle,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3616,__export__.product_category_3616_17a68cba,001-Sticker/King,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3617,__export__.product_category_3617_0abbe59d,001-Sticker/SOGO,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3618,__export__.product_category_3618_efcb78a9,001-Sticker/Yamaha,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3382,__export__.product_category_3382_52e2ccdc,Accessories for Machinery,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3423,__export__.product_category_3423_84ffab75,Accessories for Machinery-Domino,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3420,__export__.product_category_3420_af953f8c,Accessories for Machinery-Filter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3424,__export__.product_category_3424_b9c29295,Accessories for Machinery-Inject Printer,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3626,__export__.product_category_3626_a218c152,Accessory For Machinery(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3300,__export__.product_category_3300_b52701e9,Adapter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,1,__export__.product_category_1_ca1a5e3b,All,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,680,delivery.product_category_deliveries,All / Deliveries,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3,product.product_category_expenses,All / Expenses,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3614,__export__.product_category_3614_cd7323c5,Ball Valve Accessory,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,269,__import__.pci_1,Ball Valve စွပ်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3396,__export__.product_category_3396_3e900dcb,Ball Valve ရစ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3387,__export__.product_category_3387_40ce6479,Bio Ball,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3593,__export__.product_category_3593_264057ec,Black Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3288,__export__.product_category_3288_d2018909,COVID Face Shield,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3289,__export__.product_category_3289_b52ca8e4,COVID အမှိုက်ပုံး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3287,__export__.product_category_3287_f28fc382,Calendar Clip,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,280,__import__.pci_12,Ceiling,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,633,__import__.pp_pc_58,Clip,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,2872,__export__.product_category_2872_e3b4cc1e,Comb,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3430,__export__.product_category_3430_a4e57b3d,Compound,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3630,__export__.product_category_3630_1620311e,Compound(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,284,__import__.pci_16,Corner,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3290,__export__.product_category_3290_c67410db,Cross Tee Ball Valve,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3603,__export__.product_category_3603_0b740203,Damage Gold Lex Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3602,__export__.product_category_3602_0585878c,Damage Mango Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3600,__export__.product_category_3600_816da8ed,Damage PVC E-Pipe,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3601,__export__.product_category_3601_7ed1665a,Damage SOGO Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3432,__export__.product_category_3432_fe241044,Damage Trunking,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3591,__export__.product_category_3591_e70a5155,Design Paper- Gold Series,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3597,__export__.product_category_3597_7e926548,Design Paper-Lion,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3592,__export__.product_category_3592_fead2594,Design Paper-Melamine,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3595,__export__.product_category_3595_4f5df176,Design Paper-Urea,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,286,__import__.pci_18,Door Lock,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3632,__export__.product_category_3632_b8feb439,Dye Powder,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3604,__export__.product_category_3604_fdd27f12,FG-Damage,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3322,__export__.product_category_3322_967f4585,Factory Box,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3325,__export__.product_category_3325_ffa2bc24,Factory Diesel,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3321,__export__.product_category_3321_526e05ba,Factory Label,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3320,__export__.product_category_3320_92de9749,Factory Labour,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3323,__export__.product_category_3323_dbadcff3,Factory Metal,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3324,__export__.product_category_3324_9c7e6e4c,Factory Meter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3326,__export__.product_category_3326_a9641d09,Factory Other,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3327,__export__.product_category_3327_818d4158,Factory Plastic,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3589,__export__.product_category_3589_7fa0f19a,File Clip Frame,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3379,__export__.product_category_3379_ea11ca34,Finished Goods ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,373,__import__.new_pc_1,Fitting Group.,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,274,__import__.pci_6,Fitting Group. / Brass Faucet Elbow,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,275,__import__.pci_7,Fitting Group. / Brass Faucet Socket,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,276,__import__.pci_8,Fitting Group. / Brass Faucet Tee,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3390,__export__.product_category_3390_24194726,Fitting Group. / Bushing,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,278,__import__.pci_10,Fitting Group. / Cap,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,279,__import__.pci_11,Fitting Group. / Cap DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,282,__import__.pci_14,Fitting Group. / Clean Out Plug,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,285,__import__.pci_17,Fitting Group. / Cross TY DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3283,__export__.product_category_3283_4f9ad5af,Fitting Group. / Cross Tee,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,287,__import__.pci_19,Fitting Group. / ELBOW,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,288,__import__.pci_20,Fitting Group. / Elbow (DL),Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,292,__import__.pci_24,Fitting Group. / Faucet Elbow,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,293,__import__.pci_25,Fitting Group. / Faucet Reducing Elbow,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,294,__import__.pci_26,Fitting Group. / Faucet Socket,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,295,__import__.pci_27,Fitting Group. / Faucet Tee,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,321,__import__.pci_53,Fitting Group. / Fitting Clip,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,296,__import__.pci_28,Fitting Group. / Fitting Socket,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,302,__import__.pci_34,Fitting Group. / Head,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,308,__import__.pci_40,Fitting Group. / Nipple,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,323,__import__.pci_55,Fitting Group. / Reducing Elbow,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,325,__import__.pci_57,Fitting Group. / Reducing Socket,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,326,__import__.pci_58,Fitting Group. / Reducing Socket(DL),Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,327,__import__.pci_59,Fitting Group. / Reducing TY DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,328,__import__.pci_60,Fitting Group. / Reducing Tee,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,329,__import__.pci_61,Fitting Group. / Reducing Tee (DL),Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,330,__import__.pci_62,Fitting Group. / Reducing Y DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,332,__import__.pci_64,Fitting Group. / Saddle,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,333,__import__.pci_65,Fitting Group. / Saddle (New),Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,334,__import__.pci_66,Fitting Group. / Socket DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,335,__import__.pci_67,Fitting Group. / Socket Push In,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,336,__import__.pci_68,Fitting Group. / Socket Union,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,339,__import__.pci_71,Fitting Group. / TY (DL),Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,340,__import__.pci_72,Fitting Group. / Tee,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,341,__import__.pci_73,Fitting Group. / Tee DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,346,__import__.pci_78,Fitting Group. / Valve Elbow,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,347,__import__.pci_79,Fitting Group. / Valve Plug,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,348,__import__.pci_80,Fitting Group. / Valve Socket,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,349,__import__.pci_81,Fitting Group. / Valve Socket Pushin,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,353,__import__.pci_85,Fitting Group. / Way Tee,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,356,__import__.pci_88,Fitting Group. / Y DL,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,297,__import__.pci_29,Flange,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,298,__import__.pci_30,Floor Drain,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,300,__import__.pci_32,Foot Valve,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3381,__export__.product_category_3381_ae350eaf,Fuel,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3397,__export__.product_category_3397_11679b0f,G20 Pipe,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3399,__export__.product_category_3399_cb1fef6d,GOLDTAX အိမ်သုတ်ဆေး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3395,__export__.product_category_3395_f57c809b,Gold Lex Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3598,__export__.product_category_3598_30c0fe99,Gold Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3391,__export__.product_category_3391_556adfc2,Gold Tax Pipe,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3639,product.product_category_goods,Goods,,Perpetual (at invoicing),Perpetual (at invoicing),excluded-preserved
40,301,__import__.pci_33,Gutter Fitting,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3389,__export__.product_category_3389_43d38a9f,HD (Blow) ရေတိုင်ကီ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3418,__export__.product_category_3418_63901857,Heater Coil for Mould,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3398,__export__.product_category_3398_07a85175,JADE အိမ်သုတ်ဆေး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,305,__import__.pci_37,Junnet,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3434,__export__.product_category_3434_5212ee8b,KGO Design,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,306,__import__.pci_38,Kaw Bu,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,637,__import__.pp_pc_62,King သံစားပွဲ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3596,__export__.product_category_3596_176929b6,Lion Ware (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3638,__export__.product_category_3638_fc0dd9bc,MOANA ကြက်စာခွက်,,Perpetual (at invoicing),Perpetual (at invoicing),excluded-preserved
40,3330,__export__.product_category_3330_0f8f8cdd,Main Box,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3329,__export__.product_category_3329_955610ef,Main Label,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3332,__export__.product_category_3332_c0213c6d,Main Other,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3328,__export__.product_category_3328_0e741a16,Main Plastic,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3331,__export__.product_category_3331_42d6dd01,Main String,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3433,__export__.product_category_3433_a65cdc81,Mango Clip,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3393,__export__.product_category_3393_0ab4ede0,Mango Gutter,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,367,__export__.product_category_367_42babad3,Mango Hose,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,366,__export__.product_category_366_50484782,Mango Pipe,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3590,__export__.product_category_3590_8a613db8,Mango Ware (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3405,__export__.product_category_3405_572ea9ac,Mango Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3594,__export__.product_category_3594_68bfc509,Marble Series (Polishing),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3406,__export__.product_category_3406_22d07546,Marble ရေတိုင်ကီ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3422,__export__.product_category_3422_214ae66d,Oil,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3623,__export__.product_category_3623_7649ecd1,PVC Ball Valve Blue စွပ် ဆက်စပ်ပစ္စည်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3624,__export__.product_category_3624_ee11affb,PVC Ball Valve Green စွပ် ဆက်စပ်ပစ္စည်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3625,__export__.product_category_3625_0d18290d,PVC Ball Valve Red စွပ် ဆက်စပ်ပစ္စည်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,317,__import__.pci_49,PVC Door,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3380,__export__.product_category_3380_cb3af103,Packing,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3426,__export__.product_category_3426_aa200459,Packing for Window Profile,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3627,__export__.product_category_3627_92f27a69,Packing(Hose),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3421,__export__.product_category_3421_b9f2d3d8,Packing-Plastic,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3425,__export__.product_category_3425_6e00d62b,Packing-Sticker,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3582,__export__.product_category_3582_2591cd4b,Pallet,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,320,__import__.pci_52,Panel Box,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3410,__export__.product_category_3410_cda444f5,Pipe (အရောင်ဖျော့),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3388,__export__.product_category_3388_bb325bf4,Pipe(ပေတို),Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,1896,__export__.product_category_1896_e773602c,Popular Group,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,599,__import__.pp_pc_22,Popular Group / BOX,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,587,__import__.pp_pc_9,Popular Group / Brush,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,616,__import__.pp_pc_40,Popular Group / King  အုပ်ဆောင်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,615,__import__.pp_pc_39,Popular Group / King ခုံ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,614,__import__.pp_pc_38,Popular Group / King ချိတ်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,613,__import__.pp_pc_37,Popular Group / King ခြင်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,617,__import__.pp_pc_41,Popular Group / King ဇကာ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,612,__import__.pp_pc_36,Popular Group / King ဇလုံ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,622,__import__.pp_pc_46,Popular Group / King ထွေးခံ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,611,__import__.pp_pc_35,Popular Group / King ဖလား,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,619,__import__.pp_pc_43,Popular Group / King ဘူး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,620,__import__.pp_pc_44,Popular Group / King ရေခွက်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,618,__import__.pp_pc_42,Popular Group / King ရေပုံး,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,621,__import__.pp_pc_45,Popular Group / King ဦးထုပ်,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,3583,__export__.product_category_3583_d9648aa2,Popular Group / MOANA  Brush,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3631,__export__.product_category_3631_de6f9f2f,Popular Group / MOANA  ‌‌‌ဂေါ်ပြား,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3412,__export__.product_category_3412_9895ff9d,Popular Group / MOANA Box,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3633,__export__.product_category_3633_c49a93c3,Popular Group / MOANA ချိတ်,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3634,__export__.product_category_3634_11a258fa,Popular Group / MOANA ခြင်း,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3613,__export__.product_category_3613_dc3140a5,Popular Group / MOANA ဇကာ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3635,__export__.product_category_3635_be0b055f,Popular Group / MOANA ဇလုံ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3637,__export__.product_category_3637_88808c0e,Popular Group / MOANA ထွေးခံ,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,3636,__export__.product_category_3636_aa70904c,Popular Group / MOANA ရေပုံး,Manual,Perpetual (at invoicing),Periodic (at closing),changed-verified
40,623,__import__.pp_pc_47,Popular Group / Mango  Brush,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,2871,__export__.product_category_2871_2bb9e4b6,Popular Group / Mango Box,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,626,__import__.pp_pc_50,Popular Group / Mango ဇလုံ,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,624,__import__.pp_pc_48,Popular Group / Mango တံမျက်စည်း,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,625,__import__.pp_pc_49,Popular Group / Mango ဖလား,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,648,__import__.pp_pc_74,Popular Group / ORDER,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
40,672,__import__.pp_pc_99,Popular Group / Summit Box,Automated,Perpetual (at invoicing),Perpetual (at invoicing),unchanged-verified
